madvhc,ten,cap,captren
27310,Phường 12,XA,774
27313,Phường 02,XA,774
27316,Phường 08,XA,774
27319,Phường 15,XA,774
27322,Phường 07,XA,774
27325,Phường 01,XA,774
27328,Phường 11,XA,774
27331,Phường 14,XA,774
27334,Phường 05,XA,774
27337,Phường 06,XA,774
27340,Phường 10,XA,774
27343,Phường 13,XA,774
27346,Phường 14,XA,775
27349,Phường 13,XA,775
27352,Phường 09,XA,775
27355,Phường 06,XA,775
27358,Phường 12,XA,775
27361,Phường 05,XA,775
27364,Phường 11,XA,775
27367,Phường 02,XA,775
27370,Phường 01,XA,775
27373,Phường 04,XA,775
27376,Phường 08,XA,775
27379,Phường 03,XA,775
27382,Phường 07,XA,775
27385,Phường 10,XA,775
27388,Phường 08,XA,776
27391,Phường 02,XA,776
27394,Phường 01,XA,776
27397,Phường 03,XA,776
27400,Phường 11,XA,776
27403,Phường 09,XA,776
27406,Phường 10,XA,776
27409,Phường 04,XA,776
27412,Phường 13,XA,776
27415,Phường 12,XA,776
27418,Phường 05,XA,776
27421,Phường 14,XA,776
27424,Phường 06,XA,776
27427,Phường 15,XA,776
27430,Phường 16,XA,776
27433,Phường 07,XA,776
27436,Phường Bình Hưng Hòa,XA,777
27439,Phường Bình Hưng Hoà A,XA,777
27442,Phường Bình Hưng Hoà B,XA,777
27445,Phường Bình Trị Đông,XA,777
27448,Phường Bình Trị Đông A,XA,777
27451,Phường Bình Trị Đông B,XA,777
27454,Phường Tân Tạo,XA,777
27457,Phường Tân Tạo A,XA,777
27460,Phường  An Lạc,XA,777
27463,Phường An Lạc A,XA,777
27466,Phường Tân Thuận Đông,XA,778
27469,Phường Tân Thuận Tây,XA,778
27472,Phường Tân Kiểng,XA,778
27475,Phường Tân Hưng,XA,778
27478,Phường Bình Thuận,XA,778
27481,Phường Tân Quy,XA,778
27484,Phường Phú Thuận,XA,778
27487,Phường Tân Phú,XA,778
27490,Phường Tân Phong,XA,778
27493,Phường Phú Mỹ,XA,778
27496,Thị trấn Củ Chi,XA,783
27499,Xã Phú Mỹ Hưng,XA,783
27502,Xã An Phú,XA,783
27505,Xã Trung Lập Thượng,XA,783
27508,Xã An Nhơn Tây,XA,783
27511,Xã Nhuận Đức,XA,783
27514,Xã Phạm Văn Cội,XA,783
27517,Xã Phú Hòa Đông,XA,783
27520,Xã Trung Lập Hạ,XA,783
27523,Xã Trung An,XA,783
27526,Xã Phước Thạnh,XA,783
27529,Xã Phước Hiệp,XA,783
27532,Xã Tân An Hội,XA,783
27535,Xã Phước Vĩnh An,XA,783
27538,Xã Thái Mỹ,XA,783
27541,Xã Tân Thạnh Tây,XA,783
27544,Xã Hòa Phú,XA,783
27547,Xã Tân Thạnh Đông,XA,783
27550,Xã Bình Mỹ,XA,783
27553,Xã Tân Phú Trung,XA,783
27556,Xã Tân Thông Hội,XA,783
27559,Thị trấn Hóc Môn,XA,784
27562,Xã Tân Hiệp,XA,784
27565,Xã Nhị Bình,XA,784
27568,Xã Đông Thạnh,XA,784
27571,Xã Tân Thới Nhì,XA,784
27574,Xã Thới Tam Thôn,XA,784
27577,Xã Xuân Thới Sơn,XA,784
27580,Xã Tân Xuân,XA,784
27583,Xã Xuân Thới Đông,XA,784
27586,Xã Trung Chánh,XA,784
27589,Xã Xuân Thới Thượng,XA,784
27592,Xã Bà Điểm,XA,784
27595,Thị trấn Tân Túc,XA,785
27598,Xã Phạm Văn Hai,XA,785
27601,Xã Vĩnh Lộc A,XA,785
27604,Xã Vĩnh Lộc B,XA,785
27607,Xã Bình Lợi,XA,785
27610,Xã Lê Minh Xuân,XA,785
27613,Xã Tân Nhựt,XA,785
27616,Xã Tân Kiên,XA,785
27619,Xã Bình Hưng,XA,785
27622,Xã Phong Phú,XA,785
27625,Xã An Phú Tây,XA,785
27628,Xã Hưng Long,XA,785
27631,Xã Đa Phước,XA,785
27634,Xã Tân Quý Tây,XA,785
27637,Xã Bình Chánh,XA,785
27640,Xã Quy Đức,XA,785
27643,Thị trấn Nhà Bè,XA,786
27646,Xã Phước Kiển,XA,786
27649,Xã Phước Lộc,XA,786
27652,Xã Nhơn Đức,XA,786
27655,Xã Phú Xuân,XA,786
27658,Xã Long Thới,XA,786
27661,Xã Hiệp Phước,XA,786
27664,Thị trấn Cần Thạnh,XA,787
27667,Xã Bình Khánh,XA,787
27670,Xã Tam Thôn Hiệp,XA,787
27673,Xã An Thới Đông,XA,787
27676,Xã Thạnh An,XA,787
27679,Xã Long Hòa,XA,787
27682,Xã Lý Nhơn,XA,787
27685,Phường 5,XA,794
27688,Phường 2,XA,794
27691,Phường 4,XA,794
27692,Phường Tân Khánh,XA,794
27694,Phường 1,XA,794
27697,Phường 3,XA,794
27698,Phường 7,XA,794
27700,Phường 6,XA,794
27703,Xã Hướng Thọ Phú,XA,794
27706,Xã Nhơn Thạnh Trung,XA,794
27709,Xã Lợi Bình Nhơn,XA,794
27712,Xã Bình Tâm,XA,794
27715,Phường Khánh Hậu,XA,794
27718,Xã An Vĩnh Ngãi,XA,794
27787,Phường 1,XA,795
27788,Phường 2,XA,795
27790,Xã Thạnh Trị,XA,795
27793,Xã Bình Hiệp,XA,795
27799,Xã Bình Tân,XA,795
27805,Xã Tuyên Thạnh,XA,795
27806,Phường 3,XA,795
27817,Xã Thạnh Hưng,XA,795
27721,Thị trấn Tân Hưng,XA,796
27724,Xã Hưng Hà,XA,796
27727,Xã Hưng Điền B,XA,796
27730,Xã Hưng Điền,XA,796
27733,Xã Thạnh Hưng,XA,796
27736,Xã Hưng Thạnh,XA,796
27739,Xã Vĩnh Thạnh,XA,796
27742,Xã Vĩnh Châu B,XA,796
27745,Xã Vĩnh Lợi,XA,796
27748,Xã Vĩnh Đại,XA,796
27751,Xã Vĩnh Châu A,XA,796
27754,Xã Vĩnh Bửu,XA,796
27757,Thị trấn Vĩnh Hưng,XA,797
27760,Xã Hưng Điền A,XA,797
27763,Xã Khánh Hưng,XA,797
27766,Xã Thái Trị,XA,797
27769,Xã Vĩnh Trị,XA,797
27772,Xã Thái Bình Trung,XA,797
27775,Xã Vĩnh Bình,XA,797
27778,Xã Vĩnh Thuận,XA,797
27781,Xã Tuyên Bình,XA,797
27784,Xã Tuyên Bình Tây,XA,797
27796,Xã Bình Hòa Tây,XA,798
27802,Xã Bình Thạnh,XA,798
27808,Xã Bình Hòa Trung,XA,798
27811,Xã Bình Hòa Đông,XA,798
27814,Xã Bình Phong Thạnh,XA,798
27820,Xã Tân Lập,XA,798
27823,Xã Tân Thành,XA,798
27826,Thị trấn Tân Thạnh,XA,799
27829,Xã Bắc Hòa,XA,799
27832,Xã Hậu Thạnh Tây,XA,799
27835,Xã Nhơn Hòa Lập,XA,799
27838,Xã Tân Lập,XA,799
27841,Xã Hậu Thạnh Đông,XA,799
27844,Xã Nhơn Hoà,XA,799
27847,Xã Kiến Bình,XA,799
27850,Xã Tân Thành,XA,799
27853,Xã Tân Bình,XA,799
27856,Xã Tân Ninh,XA,799
27859,Xã Nhơn Ninh,XA,799
27862,Xã Tân Hòa,XA,799
27865,Thị trấn Thạnh Hóa,XA,800
27868,Xã Tân Hiệp,XA,800
27871,Xã Thuận Bình,XA,800
27874,Xã Thạnh Phước,XA,800
27877,Xã Thạnh Phú,XA,800
27880,Xã Thuận Nghĩa Hòa,XA,800
27883,Xã Thủy Đông,XA,800
27886,Xã Thủy Tây,XA,800
27889,Xã Tân Tây,XA,800
27892,Xã Tân Đông,XA,800
27895,Xã Thạnh An,XA,800
27898,Thị trấn Đông Thành,XA,801
27901,Xã Mỹ Quý Đông,XA,801
27904,Xã Mỹ Thạnh Bắc,XA,801
27907,Xã Mỹ Quý Tây,XA,801
27910,Xã Mỹ Thạnh Tây,XA,801
27913,Xã Mỹ Thạnh Đông,XA,801
27916,Xã Bình Thành,XA,801
27919,Xã Bình Hòa Bắc,XA,801
27922,Xã Bình Hòa Hưng,XA,801
27925,Xã Bình Hòa Nam,XA,801
27928,Xã Mỹ Bình,XA,801
27931,Thị trấn Hậu Nghĩa,XA,802
27934,Thị trấn Hiệp Hòa,XA,802
27937,Thị trấn Đức Hòa,XA,802
27940,Xã Lộc Giang,XA,802
27943,Xã An Ninh Đông,XA,802
27946,Xã An Ninh Tây,XA,802
27949,Xã Tân Mỹ,XA,802
27952,Xã Hiệp Hòa,XA,802
27955,Xã Đức Lập Thượng,XA,802
27958,Xã Đức Lập Hạ,XA,802
27961,Xã Tân Phú,XA,802
27964,Xã Mỹ Hạnh Bắc,XA,802
27967,Xã Đức Hòa Thượng,XA,802
27970,Xã Hòa Khánh Tây,XA,802
27973,Xã Hòa Khánh Đông,XA,802
27976,Xã Mỹ Hạnh Nam,XA,802
27979,Xã Hòa Khánh Nam,XA,802
27982,Xã Đức Hòa Đông,XA,802
27985,Xã Đức Hòa Hạ,XA,802
27988,Xã Hựu Thạnh,XA,802
27991,Thị trấn Bến Lức,XA,803
27994,Xã Thạnh Lợi,XA,803
27997,Xã Lương Bình,XA,803
28000,Xã Thạnh Hòa,XA,803
28003,Xã Lương Hòa,XA,803
28006,Xã Tân Hòa,XA,803
28009,Xã Tân Bửu,XA,803
28012,Xã An Thạnh,XA,803
28015,Xã Bình Đức,XA,803
28018,Xã Mỹ Yên,XA,803
28021,Xã Thanh Phú,XA,803
28024,Xã Long Hiệp,XA,803
28027,Xã Thạnh Đức,XA,803
28030,Xã Phước Lợi,XA,803
28033,Xã Nhựt Chánh,XA,803
28036,Thị trấn Thủ Thừa,XA,804
28039,Xã Long Thạnh,XA,804
28042,Xã Tân Thành,XA,804
28045,Xã Long Thuận,XA,804
28048,Xã Mỹ Lạc,XA,804
28051,Xã Mỹ Thạnh,XA,804
28054,Xã Bình An,XA,804
28057,Xã Nhị Thành,XA,804
28060,Xã Mỹ An,XA,804
28063,Xã Bình Thạnh,XA,804
28066,Xã Mỹ Phú,XA,804
28069,Xã Long Thành,XA,804
28072,Xã Tân Lập,XA,804
28075,Thị trấn Tân Trụ,XA,805
28078,Xã Mỹ Bình,XA,805
28081,Xã An Nhựt Tân,XA,805
28084,Xã Quê Mỹ Thạnh,XA,805
28087,Xã Lạc Tấn,XA,805
28090,Xã Bình Trinh Đông,XA,805
28093,Xã Tân Phước Tây,XA,805
28096,Xã Bình Lãng,XA,805
28099,Xã Bình Tịnh,XA,805
28102,Xã Đức Tân,XA,805
28105,Xã Nhựt Ninh,XA,805
28108,Thị trấn Cần Đước,XA,806
28111,Xã Long Trạch,XA,806
28114,Xã Long Khê,XA,806
28117,Xã Long Định,XA,806
28120,Xã Phước Vân,XA,806
28123,Xã Long Hòa,XA,806
28126,Xã Long Cang,XA,806
28129,Xã Long Sơn,XA,806
28132,Xã Tân Trạch,XA,806
28135,Xã Mỹ Lệ,XA,806
28138,Xã Tân Lân,XA,806
28141,Xã Phước Tuy,XA,806
28144,Xã Long Hựu Đông,XA,806
28147,Xã Tân Ân,XA,806
28150,Xã Phước Đông,XA,806
28153,Xã Long Hựu Tây,XA,806
28156,Xã Tân Chánh,XA,806
28159,Thị trấn Cần Giuộc,XA,807
28162,Xã Phước Lý,XA,807
28165,Xã Long Thượng,XA,807
28168,Xã Long Hậu,XA,807
28171,Xã Tân Kim,XA,807
28174,Xã Phước Hậu,XA,807
28177,Xã Mỹ Lộc,XA,807
28180,Xã Phước Lại,XA,807
28183,Xã Phước Lâm,XA,807
28186,Xã Trường Bình,XA,807
28189,Xã Thuận Thành,XA,807
28192,Xã Phước Vĩnh Tây,XA,807
28195,Xã Phước Vĩnh Đông,XA,807
28198,Xã Long An,XA,807
28201,Xã Long Phụng,XA,807
28204,Xã Đông Thạnh,XA,807
28207,Xã Tân Tập,XA,807
28210,Thị trấn Tầm Vu,XA,808
28213,Xã Bình Quới,XA,808
28216,Xã Hòa Phú,XA,808
28219,Xã Phú Ngãi Trị,XA,808
28222,Xã Vĩnh Công,XA,808
28225,Xã Thuận Mỹ,XA,808
28228,Xã Hiệp Thạnh,XA,808
28231,Xã Phước Tân Hưng,XA,808
28234,Xã Thanh Phú Long,XA,808
28237,Xã Dương Xuân Hội,XA,808
28240,Xã An Lục Long,XA,808
28243,Xã Long Trì,XA,808
28246,Xã Thanh Vĩnh Đông,XA,808
28249,Phường 5,XA,815
28252,Phường 4,XA,815
28255,Phường 7,XA,815
28258,Phường 3,XA,815
28261,Phường 1,XA,815
28264,Phường 2,XA,815
28267,Phường 8,XA,815
28270,Phường 6,XA,815
28273,Phường 9,XA,815
28276,Phường 10,XA,815
28279,Phường Tân Long,XA,815
28282,Xã Đạo Thạnh,XA,815
28285,Xã Trung An,XA,815
28288,Xã Mỹ Phong,XA,815
28291,Xã Tân Mỹ Chánh,XA,815
28567,Xã Phước Thạnh,XA,815
28591,Xã Thới Sơn,XA,815
28294,Phường 3,XA,816
28297,Phường 2,XA,816
28300,Phường 4,XA,816
28303,Phường 1,XA,816
28306,Phường 5,XA,816
28309,Xã Long Hưng,XA,816
28312,Xã Long Thuận,XA,816
28315,Xã Long Chánh,XA,816
28318,Xã Long Hòa,XA,816
28708,Xã Bình Đông,XA,816
28717,Xã Bình Xuân,XA,816
28729,Xã Tân Trung,XA,816
28435,Phường 1,XA,817
28436,Phường 2,XA,817
28437,Phường 3,XA,817
28439,Phường 4,XA,817
28440,Phường 5,XA,817
28447,Xã Mỹ Phước Tây,XA,817
28450,Xã Mỹ Hạnh Đông,XA,817
28453,Xã Mỹ Hạnh Trung,XA,817
28459,Xã Tân Phú,XA,817
28462,Xã Tân Bình,XA,817
28468,Xã Tân Hội,XA,817
28474,Phường Nhị Mỹ,XA,817
28477,Xã Nhị Quý,XA,817
28480,Xã Thanh Hòa,XA,817
28483,Xã Phú Quý,XA,817
28486,Xã Long Khánh,XA,817
28321,Thị trấn Mỹ Phước,XA,818
28324,Xã Tân Hòa Đông,XA,818
28327,Xã Thạnh Tân,XA,818
28330,Xã Thạnh Mỹ,XA,818
28333,Xã Thạnh Hoà,XA,818
28336,Xã Phú Mỹ,XA,818
28339,Xã Tân Hòa Thành,XA,818
28342,Xã Hưng Thạnh,XA,818
28345,Xã Tân Lập 1,XA,818
28348,Xã Tân Hòa Tây,XA,818
28351,Xã Mỹ Phước,XA,818
28354,Xã Tân Lập 2,XA,818
28357,Xã Phước Lập,XA,818
28360,Thị trấn Cái Bè,XA,819
28363,Xã Hậu Mỹ Bắc B,XA,819
28366,Xã Hậu Mỹ Bắc A,XA,819
28369,Xã Mỹ Trung,XA,819
28372,Xã Hậu Mỹ Trinh,XA,819
28375,Xã Hậu Mỹ Phú,XA,819
28378,Xã Mỹ Tân,XA,819
28381,Xã Mỹ Lợi B,XA,819
28384,Xã Thiện Trung,XA,819
28387,Xã Mỹ Hội,XA,819
28390,Xã An Cư,XA,819
28393,Xã Hậu Thành,XA,819
28396,Xã Mỹ Lợi A,XA,819
28399,Xã Hòa Khánh,XA,819
28402,Xã Thiện Trí,XA,819
28405,Xã Mỹ Đức Đông,XA,819
28408,Xã Mỹ Đức Tây,XA,819
28411,Xã Đông Hòa Hiệp,XA,819
28414,Xã An Thái Đông,XA,819
28417,Xã Tân Hưng,XA,819
28420,Xã Mỹ Lương,XA,819
28423,Xã Tân Thanh,XA,819
28426,Xã An Thái Trung,XA,819
28429,Xã An Hữu,XA,819
28432,Xã Hòa Hưng,XA,819
28438,Xã Thạnh Lộc,XA,820
28441,Xã Mỹ Thành Bắc,XA,820
28444,Xã Phú Cường,XA,820
28456,Xã Mỹ Thành Nam,XA,820
28465,Xã Phú Nhuận,XA,820
28471,Xã Bình Phú,XA,820
28489,Xã Cẩm Sơn,XA,820
28492,Xã Phú An,XA,820
28495,Xã Mỹ Long,XA,820
28498,Xã Long Tiên,XA,820
28501,Xã Hiệp Đức,XA,820
28504,Xã Long Trung,XA,820
28507,Xã Hội Xuân,XA,820
28510,Xã Tân Phong,XA,820
28513,Xã Tam Bình,XA,820
28516,Xã Ngũ Hiệp,XA,820
28519,Thị trấn Tân Hiệp,XA,821
28522,Xã Tân Hội Đông,XA,821
28525,Xã Tân Hương,XA,821
28528,Xã Tân Lý Đông,XA,821
28531,Xã Tân Lý Tây,XA,821
28534,Xã Thân Cửu Nghĩa,XA,821
28537,Xã Tam Hiệp,XA,821
28540,Xã Điềm Hy,XA,821
28543,Xã Nhị Bình,XA,821
28546,Xã Dưỡng Điềm,XA,821
28549,Xã Đông Hòa,XA,821
28552,Xã Long Định,XA,821
28555,Xã Hữu Đạo,XA,821
28558,Xã Long An,XA,821
28561,Xã Long Hưng,XA,821
28564,Xã Bình Trưng,XA,821
28570,Xã Thạnh Phú,XA,821
28573,Xã Bàn Long,XA,821
28576,Xã Vĩnh Kim,XA,821
28579,Xã Bình Đức,XA,821
28582,Xã Song Thuận,XA,821
28585,Xã Kim Sơn,XA,821
28588,Xã Phú Phong,XA,821
28594,Thị trấn Chợ Gạo,XA,822
28597,Xã Trung Hòa,XA,822
28600,Xã Hòa Tịnh,XA,822
28603,Xã Mỹ Tịnh An,XA,822
28606,Xã Tân Bình Thạnh,XA,822
28609,Xã Phú Kiết,XA,822
28612,Xã Lương Hòa Lạc,XA,822
28615,Xã Thanh Bình,XA,822
28618,Xã Quơn Long,XA,822
28621,Xã Bình Phục Nhứt,XA,822
28624,Xã Đăng Hưng Phước,XA,822
28627,Xã Tân Thuận Bình,XA,822
28630,Xã Song Bình,XA,822
28633,Xã Bình Phan,XA,822
28636,Xã Long Bình Điền,XA,822
28639,Xã An Thạnh Thủy,XA,822
28642,Xã Xuân Đông,XA,822
28645,Xã Hòa Định,XA,822
28648,Xã Bình Ninh,XA,822
28651,Thị trấn Vĩnh Bình,XA,823
28654,Xã Đồng Sơn,XA,823
28657,Xã Bình Phú,XA,823
28660,Xã Đồng Thạnh,XA,823
28663,Xã Thành Công,XA,823
28666,Xã Bình Nhì,XA,823
28669,Xã Yên Luông,XA,823
28672,Xã Thạnh Trị,XA,823
28675,Xã Thạnh Nhựt,XA,823
28678,Xã Long Vĩnh,XA,823
28681,Xã Bình Tân,XA,823
28684,Xã Vĩnh Hựu,XA,823
28687,Xã Long Bình,XA,823
28702,Thị trấn Tân Hòa,XA,824
28705,Xã Tăng Hoà,XA,824
28711,Xã Tân Phước,XA,824
28714,Xã Gia Thuận,XA,824
28720,Thị trấn Vàm Láng,XA,824
28723,Xã Tân Tây,XA,824
28726,Xã Kiểng Phước,XA,824
28732,Xã Tân Đông,XA,824
28735,Xã Bình Ân,XA,824
28738,Xã Tân Điền,XA,824
28741,Xã Bình Nghị,XA,824
28744,Xã Phước Trung,XA,824
28747,Xã Tân Thành,XA,824
28690,Xã Tân Thới,XA,825
28693,Xã Tân Phú,XA,825
28696,Xã Phú Thạnh,XA,825
28699,Xã Tân Thạnh,XA,825
28750,Xã Phú Đông,XA,825
28753,Xã Phú Tân,XA,825
28756,Phường Phú Khương,XA,829
28757,Phường Phú Tân,XA,829
28759,Phường 8,XA,829
28762,Phường 6,XA,829
28765,Phường 4,XA,829
28768,Phường 5,XA,829
28771,Phường 1,XA,829
28774,Phường 3,XA,829
28777,Phường 2,XA,829
28780,Phường 7,XA,829
28783,Xã Sơn Đông,XA,829
28786,Xã Phú Hưng,XA,829
28789,Xã Bình Phú,XA,829
28792,Xã Mỹ Thạnh An,XA,829
28795,Xã Nhơn Thạnh,XA,829
28798,Xã Phú Nhuận,XA,829
28867,Xã Mỹ Thành,XA,829
28801,Thị trấn Châu Thành,XA,831
28804,Xã Tân Thạch,XA,831
28807,Xã Qưới Sơn,XA,831
28810,Xã An Khánh,XA,831
28813,Xã Giao Long,XA,831
28816,Xã Giao Hòa,XA,831
28819,Xã Phú Túc,XA,831
28822,Xã Phú Đức,XA,831
28825,Xã Phú An Hòa,XA,831
28828,Xã An Phước,XA,831
28831,Xã Tam Phước,XA,831
28834,Xã Thành Triệu,XA,831
28837,Xã Tường Đa,XA,831
28840,Xã Tân Phú,XA,831
28843,Xã Quới Thành,XA,831
28846,Xã Phước Thạnh,XA,831
28849,Xã An Hóa,XA,831
28852,Xã Tiên Long,XA,831
28855,Xã An Hiệp,XA,831
28858,Xã Hữu Định,XA,831
28861,Xã Tiên Thủy,XA,831
28864,Xã Sơn Hòa,XA,831
28870,Thị trấn Chợ Lách,XA,832
28873,Xã Phú Phụng,XA,832
28876,Xã Sơn Định,XA,832
28879,Xã Vĩnh Bình,XA,832
28882,Xã Hòa Nghĩa,XA,832
28885,Xã Long Thới,XA,832
28888,Xã Phú Sơn,XA,832
28891,Xã Tân Thiềng,XA,832
28894,Xã Vĩnh Thành,XA,832
28897,Xã Vĩnh Hòa,XA,832
28900,Xã Hưng Khánh Trung B,XA,832
28903,Thị trấn Mỏ Cày,XA,833
28930,Xã Định Thủy,XA,833
28939,Xã Đa Phước Hội,XA,833
28940,Xã Tân Hội,XA,833
28942,Xã Phước Hiệp,XA,833
28945,Xã Bình Khánh Đông,XA,833
28951,Xã An Thạnh,XA,833
28954,Xã Bình Khánh Tây,XA,833
28957,Xã An Định,XA,833
28960,Xã Thành Thới B,XA,833
28963,Xã Tân Trung,XA,833
28966,Xã An Thới,XA,833
28969,Xã Thành Thới A,XA,833
28972,Xã Minh Đức,XA,833
28975,Xã Ngãi Đăng,XA,833
28978,Xã Cẩm Sơn,XA,833
28981,Xã Hương Mỹ,XA,833
28984,Thị trấn Giồng Trôm,XA,834
28987,Xã Phong Nẫm,XA,834
28990,Xã Phong Mỹ,XA,834
28993,Xã Mỹ Thạnh,XA,834
28996,Xã Châu Hòa,XA,834
28999,Xã Lương Hòa,XA,834
29002,Xã Lương Quới,XA,834
29005,Xã Lương Phú,XA,834
29008,Xã Châu Bình,XA,834
29011,Xã Thuận Điền,XA,834
29014,Xã Sơn Phú,XA,834
29017,Xã Bình Hoà,XA,834
29020,Xã Phước Long,XA,834
29023,Xã Hưng Phong,XA,834
29026,Xã Long Mỹ,XA,834
29029,Xã Tân Hào,XA,834
29032,Xã Bình Thành,XA,834
29035,Xã Tân Thanh,XA,834
29038,Xã Tân Lợi Thạnh,XA,834
29041,Xã Thạnh Phú Đông,XA,834
29044,Xã Hưng Nhượng,XA,834
29047,Xã Hưng Lễ,XA,834
29050,Thị trấn Bình Đại,XA,835
29053,Xã Tam Hiệp,XA,835
29056,Xã Long Định,XA,835
29059,Xã Long Hòa,XA,835
29062,Xã Phú Thuận,XA,835
29065,Xã Vang Quới Tây,XA,835
29068,Xã Vang Quới Đông,XA,835
29071,Xã Châu Hưng,XA,835
29074,Xã Phú Vang,XA,835
29077,Xã Lộc Thuận,XA,835
29080,Xã Định Trung,XA,835
29083,Xã Thới Lai,XA,835
29086,Xã Bình Thới,XA,835
29089,Xã Phú Long,XA,835
29092,Xã Bình Thắng,XA,835
29095,Xã Thạnh Trị,XA,835
29098,Xã Đại Hòa Lộc,XA,835
29101,Xã Thừa Đức,XA,835
29104,Xã Thạnh Phước,XA,835
29107,Xã Thới Thuận,XA,835
29110,Thị trấn Ba Tri,XA,836
29113,Xã Tân Mỹ,XA,836
29116,Xã Mỹ Hòa,XA,836
29119,Xã Tân Xuân,XA,836
29122,Xã Mỹ Chánh,XA,836
29125,Xã Bảo Thạnh,XA,836
29128,Xã An Phú Trung,XA,836
29131,Xã Mỹ Thạnh,XA,836
29134,Xã Mỹ Nhơn,XA,836
29137,Xã Phước Tuy,XA,836
29140,Xã Phú Ngãi,XA,836
29143,Xã An Ngãi Trung,XA,836
29146,Xã Phú Lễ,XA,836
29149,Xã An Bình Tây,XA,836
29152,Xã Bảo Thuận,XA,836
29155,Xã Tân Hưng,XA,836
29158,Xã An Ngãi Tây,XA,836
29161,Xã An Hiệp,XA,836
29164,Xã Vĩnh Hòa,XA,836
29167,Xã Tân Thủy,XA,836
29170,Xã Vĩnh An,XA,836
29173,Xã An Đức,XA,836
29176,Xã An Hòa Tây,XA,836
29179,Xã An Thủy,XA,836
29182,Thị trấn Thạnh Phú,XA,837
29185,Xã Phú Khánh,XA,837
29188,Xã Đại Điền,XA,837
29191,Xã Quới Điền,XA,837
29194,Xã Tân Phong,XA,837
29197,Xã Mỹ Hưng,XA,837
29200,Xã An Thạnh,XA,837
29203,Xã Thới Thạnh,XA,837
29206,Xã Hòa Lợi,XA,837
29209,Xã An Điền,XA,837
29212,Xã Bình Thạnh,XA,837
29215,Xã An Thuận,XA,837
29218,Xã An Quy,XA,837
29221,Xã Thạnh Hải,XA,837
29224,Xã An Nhơn,XA,837
29227,Xã Giao Thạnh,XA,837
29230,Xã Thạnh Phong,XA,837
29233,Xã Mỹ An,XA,837
28889,Xã Phú Mỹ,XA,838
28901,Xã Hưng Khánh Trung A,XA,838
28906,Xã Thanh Tân,XA,838
28909,Xã Thạnh Ngãi,XA,838
28912,Xã Tân Phú Tây,XA,838
28915,Xã Phước Mỹ Trung,XA,838
28918,Xã Tân Thành Bình,XA,838
28921,Xã Thành An,XA,838
28924,Xã Hòa Lộc,XA,838
28927,Xã Tân Thanh Tây,XA,838
28933,Xã Tân Bình,XA,838
28936,Xã Nhuận Phú Tân,XA,838
28948,Xã Khánh Thạnh Tân,XA,838
29236,Phường 4,XA,842
29239,Phường 1,XA,842
29242,Phường 3,XA,842
29245,Phường 2,XA,842
29248,Phường 5,XA,842
29251,Phường 6,XA,842
29254,Phường 7,XA,842
29257,Phường 8,XA,842
29260,Phường 9,XA,842
29263,Xã Long Đức,XA,842
29266,Thị trấn Càng Long,XA,844
29269,Xã Mỹ Cẩm,XA,844
29272,Xã An Trường A,XA,844
29275,Xã An Trường,XA,844
29278,Xã Huyền Hội,XA,844
29281,Xã Tân An,XA,844
29284,Xã Tân Bình,XA,844
29287,Xã Bình Phú,XA,844
29290,Xã Phương Thạnh,XA,844
29293,Xã Đại Phúc,XA,844
29296,Xã Đại Phước,XA,844
29299,Xã Nhị Long Phú,XA,844
29302,Xã Nhị Long,XA,844
29305,Xã Đức Mỹ,XA,844
29308,Thị trấn Cầu Kè,XA,845
29311,Xã Hòa Ân,XA,845
29314,Xã Châu Điền,XA,845
29317,Xã An Phú Tân,XA,845
29320,Xã Hoà Tân,XA,845
29323,Xã Ninh Thới,XA,845
29326,Xã Phong Phú,XA,845
29329,Xã Phong Thạnh,XA,845
29332,Xã Tam Ngãi,XA,845
29335,Xã Thông Hòa,XA,845
29338,Xã Thạnh Phú,XA,845
29341,Thị trấn Tiểu Cần,XA,846
29344,Thị trấn Cầu Quan,XA,846
29347,Xã Phú Cần,XA,846
29350,Xã Hiếu Tử,XA,846
29353,Xã Hiếu Trung,XA,846
29356,Xã Long Thới,XA,846
29359,Xã Hùng Hòa,XA,846
29362,Xã Tân Hùng,XA,846
29365,Xã Tập Ngãi,XA,846
29368,Xã Ngãi Hùng,XA,846
29371,Xã Tân Hòa,XA,846
29374,Thị trấn Châu Thành,XA,847
29377,Xã Đa Lộc,XA,847
29380,Xã Mỹ Chánh,XA,847
29383,Xã Thanh Mỹ,XA,847
29386,Xã Lương Hoà A,XA,847
29389,Xã Lương Hòa,XA,847
29392,Xã Song Lộc,XA,847
29395,Xã Nguyệt Hóa,XA,847
29398,Xã Hòa Thuận,XA,847
29401,Xã Hòa Lợi,XA,847
29404,Xã Phước Hảo,XA,847
29407,Xã Hưng Mỹ,XA,847
29410,Xã Hòa Minh,XA,847
29413,Xã Long Hòa,XA,847
29416,Thị trấn Cầu Ngang,XA,848
29419,Thị trấn Mỹ Long,XA,848
29422,Xã Mỹ Long Bắc,XA,848
29425,Xã Mỹ Long Nam,XA,848
29428,Xã Mỹ Hòa,XA,848
29431,Xã Vĩnh Kim,XA,848
29434,Xã Kim Hòa,XA,848
29437,Xã Hiệp Hòa,XA,848
29440,Xã Thuận Hòa,XA,848
29443,Xã Long Sơn,XA,848
29446,Xã Nhị Trường,XA,848
29449,Xã Trường Thọ,XA,848
