madvhc,ten,cap,captren
14932,Xã Điền Quang,XA,386
14935,Xã Điền Trung,XA,386
14938,Xã Thành Sơn,XA,386
14941,Xã Lương Ngoại,XA,386
14944,Xã Ái Thượng,XA,386
14947,Xã Lương Nội,XA,386
14950,Xã Điền Lư,XA,386
14953,Xã Lương Trung,XA,386
14956,Xã Lũng Niêm,XA,386
14959,Xã Lũng Cao,XA,386
14962,Xã Hạ Trung,XA,386
14965,Xã Cổ Lũng,XA,386
14968,Xã Thành Lâm,XA,386
14971,Xã Ban Công,XA,386
14974,Xã Kỳ Tân,XA,386
14977,Xã Văn Nho,XA,386
14980,Xã Thiết Ống,XA,386
14983,Xã Lâm Sa,XA,386
14986,Xã Thiết Kế,XA,386
14989,Xã Tân Lập,XA,386
14992,Thị trấn Quan Sơn,XA,387
14995,Xã Trung Xuân,XA,387
14998,Xã Trung Thượng,XA,387
14999,Xã Trung Tiến,XA,387
15001,Xã Trung Hạ,XA,387
15004,Xã Sơn Hà,XA,387
15007,Xã Tam Thanh,XA,387
15010,Xã Sơn Thủy,XA,387
15013,Xã Na Mèo,XA,387
15016,Xã Sơn Lư,XA,387
15019,Xã Tam Lư,XA,387
15022,Xã Sơn Điện,XA,387
15025,Xã Mường Mìn,XA,387
15028,Thị trấn Lang Chánh,XA,388
15031,Xã Yên Khương,XA,388
15034,Xã Yên Thắng,XA,388
15037,Xã Trí Nang,XA,388
15040,Xã Giao An,XA,388
15043,Xã Giao Thiện,XA,388
15046,Xã Tân Phúc,XA,388
15049,Xã Tam Văn,XA,388
15052,Xã Lâm Phú,XA,388
15055,Xã Quang Hiến,XA,388
15058,Xã Đồng Lương,XA,388
15061,Thị Trấn Ngọc Lặc,XA,389
15064,Xã Lam Sơn,XA,389
15067,Xã Mỹ Tân,XA,389
15070,Xã Thúy Sơn,XA,389
15073,Xã Thạch Lập,XA,389
15076,Xã Vân Âm,XA,389
15079,Xã Cao Ngọc,XA,389
15082,Xã Ngọc Khê,XA,389
15085,Xã Quang Trung,XA,389
15088,Xã Đồng Thịnh,XA,389
15091,Xã Ngọc Liên,XA,389
15094,Xã Ngọc Sơn,XA,389
15097,Xã Lộc Thịnh,XA,389
15100,Xã Cao Thịnh,XA,389
15103,Xã Ngọc Trung,XA,389
15106,Xã Phùng Giáo,XA,389
15109,Xã Phùng Minh,XA,389
15112,Xã Phúc Thịnh,XA,389
15115,Xã Nguyệt Ấn,XA,389
15118,Xã Kiên Thọ,XA,389
15121,Xã Minh Tiến,XA,389
15124,Xã Minh Sơn,XA,389
15127,Thị trấn Cẩm Thủy,XA,390
15130,Xã Phúc Do,XA,390
15133,Xã Cẩm Thành,XA,390
15136,Xã Cẩm Quý,XA,390
15139,Xã Cẩm Lương,XA,390
15142,Xã Cẩm Thạch,XA,390
15145,Xã Cẩm Liên,XA,390
15148,Xã Cẩm Giang,XA,390
15151,Xã Cẩm Bình,XA,390
15154,Xã Cẩm Tú,XA,390
15157,Xã Cẩm Sơn,XA,390
15160,Xã Cẩm Châu,XA,390
15163,Xã Cẩm Tâm,XA,390
15166,Xã Cẩm Phong,XA,390
15169,Xã Cẩm Ngọc,XA,390
15172,Xã Cẩm Long,XA,390
15175,Xã Cẩm Yên,XA,390
15178,Xã Cẩm Tân,XA,390
15181,Xã Cẩm Phú,XA,390
15184,Xã Cẩm Vân,XA,390
15187,Thị trấn Kim Tân,XA,391
15190,Thị trấn Vân Du,XA,391
15193,Xã Thạch Tân,XA,391
15196,Xã Thạch Lâm,XA,391
15199,Xã Thạch Quảng,XA,391
15202,Xã Thạch Tượng,XA,391
15205,Xã Thạch Cẩm,XA,391
15208,Xã Thạch Sơn,XA,391
15211,Xã Thạch Bình,XA,391
15214,Xã Thạch Định,XA,391
15217,Xã Thạch Đồng,XA,391
15220,Xã Thạch Long,XA,391
15223,Xã Thành Mỹ,XA,391
15226,Xã Thành Yên,XA,391
15229,Xã Thành Vinh,XA,391
15232,Xã Thành Minh,XA,391
15235,Xã Thành Công,XA,391
15238,Xã Thành Tân,XA,391
15241,Xã Thành Trực,XA,391
15244,Xã Thành Vân,XA,391
15247,Xã Thành Tâm,XA,391
15250,Xã Thành An,XA,391
15253,Xã Thành Thọ,XA,391
15256,Xã Thành Tiến,XA,391
15259,Xã Thành Long,XA,391
15262,Xã Thành Kim,XA,391
15265,Xã Thành Hưng,XA,391
15268,Xã Ngọc Trạo,XA,391
15271,Thị trấn Hà Trung,XA,392
15274,Xã Hà Long,XA,392
15277,Xã Hà Vinh,XA,392
15280,Xã Hà Bắc,XA,392
15283,Xã Hà Vân,XA,392
15286,Xã Hà Yên,XA,392
15289,Xã Hà Thanh,XA,392
15292,Xã Hà Giang,XA,392
15295,Xã Hà Dương,XA,392
15298,Xã Hà Phú,XA,392
15301,Xã Hà Phong,XA,392
15304,Xã Hà Ngọc,XA,392
15307,Xã Hà Ninh,XA,392
15310,Xã Hà Lâm,XA,392
15313,Xã Hà Sơn,XA,392
15316,Xã Hà Lĩnh,XA,392
15319,Xã Hà Đông,XA,392
15322,Xã Hà Tân,XA,392
15325,Xã Hà Tiến,XA,392
15328,Xã Hà Bình,XA,392
15331,Xã Hà Lai,XA,392
15334,Xã Hà Châu,XA,392
15337,Xã Hà Toại,XA,392
15340,Xã Hà Thái,XA,392
15343,Xã Hà Hải,XA,392
15346,Thị trấn Vĩnh Lộc,XA,393
15349,Xã Vĩnh Thành,XA,393
15352,Xã Vĩnh Quang,XA,393
15355,Xã Vĩnh Yên,XA,393
15358,Xã Vĩnh Tiến,XA,393
15361,Xã Vĩnh Long,XA,393
15364,Xã Vĩnh Phúc,XA,393
15367,Xã Vĩnh Hưng,XA,393
15370,Xã Vĩnh Minh,XA,393
15373,Xã Vĩnh Khang,XA,393
15376,Xã Vĩnh Hòa,XA,393
15379,Xã Vĩnh Hùng,XA,393
15382,Xã Vĩnh Tân,XA,393
15385,Xã Vĩnh Ninh,XA,393
15388,Xã Vĩnh Thịnh,XA,393
15391,Xã Vĩnh An,XA,393
15394,Thị trấn Quán Lào,XA,394
15397,Thị trấn Thống Nhất,XA,394
15400,Xã Yên Phú,XA,394
15403,Xã Yên Lâm,XA,394
15406,Xã Yên Tâm,XA,394
15409,Xã Yên Giang,XA,394
15412,Xã Quí Lộc,XA,394
15415,Xã Yên Thọ,XA,394
15418,Xã Yên Trung,XA,394
15421,Xã Yên Trường,XA,394
15424,Xã Yên Bái,XA,394
15427,Xã Yên Phong,XA,394
15430,Xã Yên Thái,XA,394
15433,Xã Yên Hùng,XA,394
15436,Xã Yên Thịnh,XA,394
15439,Xã Yên Ninh,XA,394
15442,Xã Yên Lạc,XA,394
15445,Xã Định Tăng,XA,394
15448,Xã Định Hòa,XA,394
15451,Xã Định Thành,XA,394
15454,Xã Định Công,XA,394
15457,Xã Định Tân,XA,394
15460,Xã Định Tiến,XA,394
15463,Xã Định Long,XA,394
15466,Xã Định Liên,XA,394
15469,Xã Định Tường,XA,394
15472,Xã Định Hưng,XA,394
15475,Xã Định Hải,XA,394
15478,Xã Định Bình,XA,394
15481,Thị trấn Thọ Xuân,XA,395
15484,Thị trấn Lam Sơn,XA,395
15487,Thị trấn Sao Vàng,XA,395
15490,Xã Xuân Khánh,XA,395
15493,Xã Thọ Nguyên,XA,395
15496,Xã Xuân Thành,XA,395
15499,Xã Hạnh Phúc,XA,395
15502,Xã Bắc Lương,XA,395
15505,Xã Nam Giang,XA,395
15508,Xã Xuân Phong,XA,395
15511,Xã Thọ Lộc,XA,395
15514,Xã Xuân Trường,XA,395
15517,Xã Xuân Hòa,XA,395
15520,Xã Thọ Hải,XA,395
15523,Xã Tây Hồ,XA,395
15526,Xã Xuân Giang,XA,395
15529,Xã Xuân Quang,XA,395
15532,Xã Xuân Sơn,XA,395
15535,Xã Xuân Hưng,XA,395
15538,Xã Thọ Diên,XA,395
15541,Xã Thọ Lâm,XA,395
15544,Xã Thọ Xương,XA,395
15547,Xã Xuân Bái,XA,395
15550,Xã Xuân Phú,XA,395
15553,Xã Xuân Thắng,XA,395
15556,Xã Xuân Lam,XA,395
15559,Xã Xuân Thiên,XA,395
15562,Xã Thọ Minh,XA,395
15565,Xã Xuân Châu,XA,395
15568,Xã Thọ Lập,XA,395
15571,Xã Quảng Phú,XA,395
15574,Xã Xuân Tín,XA,395
15577,Xã Phú Yên,XA,395
15580,Xã Xuân Yên,XA,395
15583,Xã Xuân Lai,XA,395
15586,Xã Xuân Lập,XA,395
15589,Xã Thọ Thắng,XA,395
15592,Xã Xuân Minh,XA,395
15595,Xã Xuân Tân,XA,395
15598,Xã Xuân Vinh,XA,395
15601,Xã Thọ Trường,XA,395
15604,Thị trấn Thường Xuân,XA,396
15607,Xã Bát Mọt,XA,396
15610,Xã Yên Nhân,XA,396
15619,Xã Xuân Lẹ,XA,396
15622,Xã Vạn Xuân,XA,396
15628,Xã Lương Sơn,XA,396
15631,Xã Xuân Cao,XA,396
15634,Xã Luận Thành,XA,396
15637,Xã Luận Khê,XA,396
15640,Xã Xuân Thắng,XA,396
15643,Xã Xuân Lộc,XA,396
15646,Xã Xuân Cẩm,XA,396
15649,Xã Xuân Dương,XA,396
15652,Xã Thọ Thanh,XA,396
15655,Xã Ngọc Phụng,XA,396
15658,Xã Xuân Chinh,XA,396
15661,Xã Tân Thành,XA,396
15664,Thị trấn Triệu Sơn,XA,397
15667,Xã Thọ Sơn,XA,397
15670,Xã Thọ Bình,XA,397
15673,Xã Thọ Tiến,XA,397
15676,Xã Hợp Lý,XA,397
15679,Xã Hợp Tiến,XA,397
15682,Xã Hợp Thành,XA,397
15685,Xã Triệu Thành,XA,397
15688,Xã Hợp Thắng,XA,397
15691,Xã Minh Sơn,XA,397
15694,Xã Minh Dân,XA,397
15697,Xã Minh Châu,XA,397
15700,Xã Dân Lực,XA,397
15703,Xã Dân Lý,XA,397
15706,Xã Dân Quyền,XA,397
15709,Xã An Nông,XA,397
15712,Xã Văn Sơn,XA,397
15715,Xã Thái Hòa,XA,397
15718,Xã Tân Ninh,XA,397
15721,Xã Đồng Lợi,XA,397
15724,Xã Đồng Tiến,XA,397
15727,Xã Đồng Thắng,XA,397
15730,Xã Tiến Nông,XA,397
15733,Xã Khuyến Nông,XA,397
15736,Xã Xuân Thịnh,XA,397
15739,Xã Xuân Lộc,XA,397
15742,Xã Thọ Dân,XA,397
15745,Xã Xuân Thọ,XA,397
15748,Xã Thọ Tân,XA,397
15751,Xã Thọ Ngọc,XA,397
15754,Xã Thọ Cường,XA,397
15757,Xã Thọ Phú,XA,397
15760,Xã Thọ Vực,XA,397
15763,Xã Thọ Thế,XA,397
15766,Xã Nông Trường,XA,397
15769,Xã Bình Sơn,XA,397
15772,Thị trấn Vạn Hà,XA,398
15775,Xã Thiệu Ngọc,XA,398
15778,Xã Thiệu Vũ,XA,398
15781,Xã Thiệu Phúc,XA,398
15784,Xã Thiệu Tiến,XA,398
15787,Xã Thiệu Công,XA,398
15790,Xã Thiệu Phú,XA,398
15793,Xã Thiệu Long,XA,398
15796,Xã Thiệu Giang,XA,398
15799,Xã Thiệu Duy,XA,398
15802,Xã Thiệu Nguyên,XA,398
15805,Xã Thiệu Hợp,XA,398
15808,Xã Thiệu Thịnh,XA,398
15811,Xã Thiệu Quang,XA,398
15814,Xã Thiệu Thành,XA,398
15817,Xã Thiệu Toán,XA,398
15820,Xã Thiệu Chính,XA,398
15823,Xã Thiệu Hòa,XA,398
15826,Xã Thiệu Minh,XA,398
15829,Xã Thiệu Tâm,XA,398
15832,Xã Thiệu Viên,XA,398
15835,Xã Thiệu Lý,XA,398
15838,Xã Thiệu Vận,XA,398
15841,Xã Thiệu Trung,XA,398
15844,Xã Thiệu Đô,XA,398
15847,Xã Thiệu Châu,XA,398
15853,Xã Thiệu Giao,XA,398
15862,Xã Thiệu Tân,XA,398
15865,Thị trấn Hoằng Hóa,XA,399
15871,Xã Hoằng Giang,XA,399
15874,Xã Hoằng Xuân,XA,399
15877,Xã Hoằng Khánh,XA,399
15880,Xã Hoằng Phượng,XA,399
15883,Xã Hoằng Phú,XA,399
15886,Xã Hoằng Quỳ,XA,399
15889,Xã Hoằng Kim,XA,399
15892,Xã Hoằng Trung,XA,399
15895,Xã Hoằng Trinh,XA,399
15898,Xã Hoằng Sơn,XA,399
15901,Xã Hoằng Lương,XA,399
15904,Xã Hoằng Xuyên,XA,399
15907,Xã Hoằng Cát,XA,399
15910,Xã Hoằng Khê,XA,399
15916,Xã Hoằng Quý,XA,399
15919,Xã Hoằng Hợp,XA,399
15928,Xã Hoằng Minh,XA,399
15931,Xã Hoằng Phúc,XA,399
15934,Xã Hoằng Đức,XA,399
15937,Xã Hoằng Hà,XA,399
15940,Xã Hoằng Đạt,XA,399
15943,Xã Hoằng Vinh,XA,399
15946,Xã Hoằng Đạo,XA,399
15949,Xã Hoằng Thắng,XA,399
15952,Xã Hoằng Đồng,XA,399
15955,Xã Hoằng Thái,XA,399
15958,Xã Hoằng Thịnh,XA,399
15961,Xã Hoằng Thành,XA,399
15964,Xã Hoằng Lộc,XA,399
15967,Xã Hoằng Trạch,XA,399
15973,Xã Hoằng Phong,XA,399
15976,Xã Hoằng Lưu,XA,399
15979,Xã Hoằng Châu,XA,399
15982,Xã Hoằng Tân,XA,399
15985,Xã Hoằng Yến,XA,399
15988,Xã Hoằng Tiến,XA,399
15991,Xã Hoằng Hải,XA,399
15994,Xã Hoằng Ngọc,XA,399
15997,Xã Hoằng Đông,XA,399
16000,Xã Hoằng Thanh,XA,399
16003,Xã Hoằng Phụ,XA,399
16006,Xã Hoằng Trường,XA,399
16012,Thị trấn Hậu Lộc,XA,400
16015,Xã Đồng Lộc,XA,400
16018,Xã Đại Lộc,XA,400
16021,Xã Triệu Lộc,XA,400
16024,Xã Châu Lộc,XA,400
16027,Xã Tiến Lộc,XA,400
16030,Xã Lộc Sơn,XA,400
16033,Xã Cầu Lộc,XA,400
16036,Xã Thành Lộc,XA,400
16039,Xã Tuy Lộc,XA,400
16042,Xã Phong Lộc,XA,400
16045,Xã Mỹ Lộc,XA,400
16048,Xã Văn Lộc,XA,400
16051,Xã Thuần Lộc,XA,400
16054,Xã Lộc Tân,XA,400
16057,Xã Xuân Lộc,XA,400
16060,Xã Thịnh Lộc,XA,400
16063,Xã Hoa Lộc,XA,400
16066,Xã Liên Lộc,XA,400
16069,Xã Quang Lộc,XA,400
16072,Xã Phú Lộc,XA,400
16075,Xã Hòa Lộc,XA,400
16078,Xã Minh Lộc,XA,400
16081,Xã Hưng Lộc,XA,400
16084,Xã Hải Lộc,XA,400
16087,Xã Đa Lộc,XA,400
16090,Xã Ngư Lộc,XA,400
16093,Thị trấn Nga Sơn,XA,401
16096,Xã Ba Đình,XA,401
16099,Xã Nga Vịnh,XA,401
16102,Xã Nga Văn,XA,401
16105,Xã Nga Thiện,XA,401
16108,Xã Nga Tiến,XA,401
16111,Xã Nga Lĩnh,XA,401
16114,Xã Nga Nhân,XA,401
16117,Xã Nga Trung,XA,401
16120,Xã Nga Bạch,XA,401
16123,Xã Nga Thanh,XA,401
16126,Xã Nga Hưng,XA,401
16129,Xã Nga Mỹ,XA,401
16132,Xã Nga Yên,XA,401
16135,Xã Nga Giáp,XA,401
16138,Xã Nga Hải,XA,401
16141,Xã Nga Thành,XA,401
16144,Xã Nga An,XA,401
16147,Xã Nga Phú,XA,401
16150,Xã Nga Điền,XA,401
16153,Xã Nga Tân,XA,401
16156,Xã Nga Thủy,XA,401
16159,Xã Nga Liên,XA,401
16162,Xã Nga Thái,XA,401
16165,Xã Nga Thạch,XA,401
16168,Xã Nga Thắng,XA,401
16171,Xã Nga Trường,XA,401
16174,Thị trấn Yên Cát,XA,402
16177,Xã Bãi Trành,XA,402
16180,Xã Xuân Hòa,XA,402
16183,Xã Xuân Bình,XA,402
16186,Xã Hóa Quỳ,XA,402
16189,Xã Xuân Quỳ,XA,402
16192,Xã Yên Lễ,XA,402
16195,Xã Cát Vân,XA,402
16198,Xã Cát Tân,XA,402
16201,Xã Tân Bình,XA,402
16204,Xã Bình Lương,XA,402
16207,Xã Thanh Quân,XA,402
16210,Xã Thanh Xuân,XA,402
16213,Xã Thanh Hòa,XA,402
16216,Xã Thanh Phong,XA,402
16219,Xã Thanh Lâm,XA,402
16222,Xã Thanh Sơn,XA,402
16225,Xã Thượng Ninh,XA,402
16228,Thị trấn Bến Sung,XA,403
16231,Xã Cán Khê,XA,403
16234,Xã Xuân Du,XA,403
16237,Xã Xuân Thọ,XA,403
16240,Xã Phượng Nghi,XA,403
16243,Xã Mậu Lâm,XA,403
16246,Xã Xuân Khang,XA,403
16249,Xã Phú Nhuận,XA,403
16252,Xã Hải Long,XA,403
16255,Xã Hải Vân,XA,403
16258,Xã Xuân Thái,XA,403
16261,Xã Xuân Phúc,XA,403
16264,Xã Yên Thọ,XA,403
16267,Xã Yên Lạc,XA,403
16270,Xã Phúc Đường,XA,403
16273,Xã Thanh Tân,XA,403
16276,Xã Thanh Kỳ,XA,403
16279,Thị trấn Nông Cống,XA,404
16282,Xã Tân Phúc,XA,404
16285,Xã Tân Thọ,XA,404
16288,Xã Hoàng Sơn,XA,404
16291,Xã Tân Khang,XA,404
16294,Xã Hoàng Giang,XA,404
16297,Xã Trung Chính,XA,404
16300,Xã Trung Ý,XA,404
16303,Xã Trung Thành,XA,404
16306,Xã Tế Tân,XA,404
16309,Xã Tế Thắng,XA,404
16315,Xã Tế Lợi,XA,404
16318,Xã Tế Nông,XA,404
16321,Xã Minh Nghĩa,XA,404
16324,Xã Minh Khôi,XA,404
16327,Xã Vạn Hòa,XA,404
16330,Xã Trường Trung,XA,404
16333,Xã Vạn Thắng,XA,404
16336,Xã Trường Giang,XA,404
16339,Xã Vạn Thiện,XA,404
16342,Xã Thăng Long,XA,404
16345,Xã Trường Minh,XA,404
16348,Xã Trường Sơn,XA,404
16351,Xã Thăng Bình,XA,404
16354,Xã Công Liêm,XA,404
16357,Xã Tượng Văn,XA,404
16360,Xã Thăng Thọ,XA,404
16363,Xã Tượng Lĩnh,XA,404
16366,Xã Tượng Sơn,XA,404
16369,Xã Công Chính,XA,404
16372,Xã Công Bình,XA,404
16375,Xã Yên Mỹ,XA,404
16378,Thị trấn Rừng Thông,XA,405
16381,Xã Đông Hoàng,XA,405
16384,Xã Đông Ninh,XA,405
16387,Xã Đông Khê,XA,405
16390,Xã Đông Hòa,XA,405
16393,Xã Đông Yên,XA,405
16399,Xã Đông Minh,XA,405
16402,Xã Đông Thanh,XA,405
16405,Xã Đông Tiến,XA,405
16408,Xã Đông Anh,XA,405
16414,Xã Đông Thịnh,XA,405
16417,Xã Đông Văn,XA,405
16420,Xã Đông Phú,XA,405
16423,Xã Đông Nam,XA,405
16426,Xã Đông Quang,XA,405
16438,Thị trấn Quảng Xương,XA,406
16444,Xã Quảng Tân,XA,406
16447,Xã Quảng Trạch,XA,406
16450,Xã Quảng Phong,XA,406
16453,Xã Quảng Đức,XA,406
16456,Xã Quảng Định,XA,406
16462,Xã Quảng Nhân,XA,406
16465,Xã Quảng Ninh,XA,406
16468,Xã Quảng Bình,XA,406
16471,Xã Quảng Hợp,XA,406
16474,Xã Quảng Văn,XA,406
16477,Xã Quảng Long,XA,406
16480,Xã Quảng Yên,XA,406
16483,Xã Quảng Hòa,XA,406
16486,Xã Quảng Lĩnh,XA,406
16489,Xã Quảng Khê,XA,406
16492,Xã Quảng Trung,XA,406
16495,Xã Quảng Chính,XA,406
16498,Xã Quảng Ngọc,XA,406
16501,Xã Quảng Trường,XA,406
16504,Xã Quảng Phúc,XA,406
16510,Xã Quảng Vọng,XA,406
16519,Xã Quảng Giao,XA,406
16540,Xã Quảng Hải,XA,406
16543,Xã Quảng Lưu,XA,406
16546,Xã Quảng Lộc,XA,406
16549,Xã Quảng Lợi,XA,406
16552,Xã Quảng Nham,XA,406
16555,Xã Quảng Thạch,XA,406
16558,Xã Quảng Thái,XA,406
16561,Thị trấn Tĩnh Gia,XA,407
16564,Xã Hải Châu,XA,407
16567,Xã Thanh Thủy,XA,407
16570,Xã Thanh Sơn,XA,407
16573,Xã Triêu Dương,XA,407
16576,Xã Hải Ninh,XA,407
16579,Xã Anh Sơn,XA,407
16582,Xã Ngọc Lĩnh,XA,407
16585,Xã Hải An,XA,407
16588,Xã Hùng Sơn,XA,407
16591,Xã Các Sơn,XA,407
16594,Xã Tân Dân,XA,407
16597,Xã Hải Lĩnh,XA,407
16600,Xã Định Hải,XA,407
16603,Xã Phú Sơn,XA,407
16606,Xã Ninh Hải,XA,407
16609,Xã Nguyên Bình,XA,407
16612,Xã Hải Nhân,XA,407
16615,Xã Hải Hòa,XA,407
16618,Xã Bình Minh,XA,407
16621,Xã Hải Thanh,XA,407
16624,Xã Phú Lâm,XA,407
16627,Xã Xuân Lâm,XA,407
16630,Xã Trúc Lâm,XA,407
16633,Xã Hải Bình,XA,407
16636,Xã Tân Trường,XA,407
16639,Xã Tùng Lâm,XA,407
16642,Xã Tĩnh Hải,XA,407
16645,Xã Mai Lâm,XA,407
16648,Xã Trường Lâm,XA,407
16651,Xã Hải Yến,XA,407
16654,Xã Hải Thượng,XA,407
16657,Xã Nghi Sơn,XA,407
16660,Xã Hải Hà,XA,407
16663,Phường Đông Vĩnh,XA,412
16666,Phường Hà Huy Tập,XA,412
16669,Phường Lê Lợi,XA,412
16670,Phường Quán Bàu,XA,412
16672,Phường Hưng Bình,XA,412
16673,Phường Hưng Phúc,XA,412
16675,Phường Hưng Dũng,XA,412
16678,Phường Cửa Nam,XA,412
16681,Phường Quang Trung,XA,412
16684,Phường Đội Cung,XA,412
16687,Phường Lê Mao,XA,412
16690,Phường Trường Thi,XA,412
16693,Phường Bến Thủy,XA,412
16696,Phường Hồng Sơn,XA,412
16699,Phường Trung Đô,XA,412
16702,Xã Nghi Phú,XA,412
16705,Xã Hưng Đông,XA,412
16708,Xã Hưng Lộc,XA,412
16711,Xã Hưng Hòa,XA,412
16714,Phường Vinh Tân,XA,412
17908,Xã Nghi Liên,XA,412
17914,Xã Nghi Ân,XA,412
17920,Xã Nghi Kim,XA,412
17923,Xã Nghi Đức,XA,412
18013,Xã Hưng Chính,XA,412
16717,Phường Nghi Thuỷ,XA,413
16720,Phường Nghi Tân,XA,413
16723,Phường Thu Thuỷ,XA,413
16726,Phường Nghi Hòa,XA,413
16729,Phường Nghi Hải,XA,413
16732,Phường Nghi Hương,XA,413
16735,Phường Nghi Thu,XA,413
16939,Phường Hoà Hiếu,XA,414
16993,Phường Quang Phong,XA,414
16994,Phường Quang Tiến,XA,414
17002,Xã Nghĩa Hòa,XA,414
17003,Phường Long Sơn,XA,414
17005,Xã Nghĩa Tiến,XA,414
17008,Xã Nghĩa Mỹ,XA,414
17011,Xã Tây Hiếu,XA,414
17014,Xã Nghĩa Thuận,XA,414
17017,Xã Đông Hiếu,XA,414
16738,Thị trấn Kim Sơn,XA,415
16741,Xã Thông Thụ,XA,415
16744,Xã Đồng Văn,XA,415
16747,Xã Hạnh Dịch,XA,415
16750,Xã Tiền Phong,XA,415
16753,Xã Nậm Giải,XA,415
16756,Xã Tri Lễ,XA,415
16759,Xã Châu Kim,XA,415
16762,Xã Mường Nọc,XA,415
16763,Xã Quế Sơn,XA,415
16765,Xã Châu Thôn,XA,415
16768,Xã Nậm Nhoóng,XA,415
16771,Xã Quang Phong,XA,415
16774,Xã Căm Muộn,XA,415
16777,Thị trấn Tân Lạc,XA,416
16780,Xã Châu Bính,XA,416
16783,Xã Châu Thuận,XA,416
16786,Xã Châu Hội,XA,416
16789,Xã Châu Nga,XA,416
16792,Xã Châu Tiến,XA,416
16795,Xã Châu Hạnh,XA,416
16798,Xã Châu Thắng,XA,416
16801,Xã Châu Phong,XA,416
16804,Xã Châu Bình,XA,416
16807,Xã Châu Hoàn,XA,416
16810,Xã Diên Lãm,XA,416
16813,Thị trấn Mường Xén,XA,417
16816,Xã Mỹ Lý,XA,417
16819,Xã Bắc Lý,XA,417
16822,Xã Keng Đu,XA,417
16825,Xã Đoọc Mạy,XA,417
16828,Xã Huồi Tụ,XA,417
16831,Xã Mường Lống,XA,417
16834,Xã Na Loi,XA,417
16837,Xã Nậm Cắn,XA,417
16840,Xã Bảo Nam,XA,417
16843,Xã Phà Đánh,XA,417
16846,Xã Bảo Thắng,XA,417
16849,Xã Hữu Lập,XA,417
16852,Xã Tà Cạ,XA,417
16855,Xã Chiêu Lưu,XA,417
16858,Xã Mường Típ,XA,417
16861,Xã Hữu Kiệm,XA,417
16864,Xã Tây Sơn,XA,417
16867,Xã Mường Ải,XA,417
16870,Xã Na Ngoi,XA,417
16873,Xã Nậm Càn,XA,417
16876,Thị trấn Hòa Bình,XA,418
16879,Xã Mai Sơn,XA,418
16882,Xã Nhôn Mai,XA,418
16885,Xã Hữu Khuông,XA,418
16900,Xã Yên Tĩnh,XA,418
16903,Xã Nga My,XA,418
16904,Xã Xiêng My,XA,418
16906,Xã Lưỡng Minh,XA,418
16909,Xã Yên Hòa,XA,418
16912,Xã Yên Na,XA,418
16915,Xã Lưu Kiền,XA,418
16918,Xã Thạch Giám,XA,418
16921,Xã Xá Lượng,XA,418
16924,Xã Tam Thái,XA,418
16927,Xã Tam Đình,XA,418
16930,Xã Yên Thắng,XA,418
16933,Xã Tam Quang,XA,418
16936,Xã Tam Hợp,XA,418
16941,Thị trấn Nghĩa Đàn,XA,419
16942,Xã Nghĩa Mai,XA,419
16945,Xã Nghĩa Yên,XA,419
16948,Xã Nghĩa Lạc,XA,419
16951,Xã Nghĩa Lâm,XA,419
16954,Xã Nghĩa Sơn,XA,419
16957,Xã Nghĩa Lợi,XA,419
16960,Xã Nghĩa Bình,XA,419
16963,Xã Nghĩa Thọ,XA,419
16966,Xã Nghĩa Minh,XA,419
16969,Xã Nghĩa Phú,XA,419
16972,Xã Nghĩa Hưng,XA,419
16975,Xã Nghĩa Hồng,XA,419
16978,Xã Nghĩa Thịnh,XA,419
16981,Xã Nghĩa Trung,XA,419
16984,Xã Nghĩa Hội,XA,419
16987,Xã Nghĩa Tân,XA,419
16990,Xã Nghĩa Thắng,XA,419
16996,Xã Nghĩa Hiếu,XA,419
16999,Xã Nghĩa Liên,XA,419
17020,Xã Nghĩa Đức,XA,419
17023,Xã Nghĩa An,XA,419
17026,Xã Nghĩa Long,XA,419
17029,Xã Nghĩa Lộc,XA,419
17032,Xã Nghĩa Khánh,XA,419
17035,Thị trấn Quỳ Hợp,XA,420
17038,Xã Yên Hợp,XA,420
17041,Xã Châu Tiến,XA,420
17044,Xã Châu Hồng,XA,420
17047,Xã Đồng Hợp,XA,420
17050,Xã Châu Thành,XA,420
17053,Xã Liên Hợp,XA,420
17056,Xã Châu Lộc,XA,420
17059,Xã Tam Hợp,XA,420
17062,Xã Châu Cường,XA,420
17065,Xã Châu Quang,XA,420
17068,Xã Thọ Hợp,XA,420
17071,Xã Minh Hợp,XA,420
17074,Xã Nghĩa Xuân,XA,420
17077,Xã Châu Thái,XA,420
17080,Xã Châu Đình,XA,420
17083,Xã Văn Lợi,XA,420
17086,Xã Nam Sơn,XA,420
17089,Xã Châu Lý,XA,420
17092,Xã Hạ Sơn,XA,420
17095,Xã Bắc Sơn,XA,420
17098,Thị trấn Cầu Giát,XA,421
17101,Xã Quỳnh Thắng,XA,421
17119,Xã Quỳnh Tân,XA,421
17122,Xã Quỳnh Châu,XA,421
17140,Xã Tân Sơn,XA,421
17143,Xã Quỳnh Văn,XA,421
17146,Xã Ngọc Sơn,XA,421
17149,Xã Quỳnh Tam,XA,421
17152,Xã Quỳnh Hoa,XA,421
17155,Xã Quỳnh Thạch,XA,421
17158,Xã Quỳnh Bảng,XA,421
17161,Xã Quỳnh Mỹ,XA,421
17164,Xã Quỳnh Thanh,XA,421
